id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
25895,37,admin.,single,secondary,no,88535,yes,no,unknown,2,jun,134,1,241,0,unknown,0
25896,31,blue-collar,single,secondary,no,28334,yes,no,cellular,27,may,121,1,857,0,unknown,0
25897,35,technician,married,secondary,no,35905,yes,no,cellular,27,may,345,1,335,0,unknown,0
25898,33,management,married,secondary,no,63634,yes,no,cellular,21,nov,189,1,127,0,unknown,0
25899,58,retired,divorced,primary,no,3825,no,no,cellular,4,aug,158,1,675,0,unknown,0
25900,30,technician,married,secondary,no,90593,no,yes,cellular,7,jul,271,4,437,0,unknown,0
25901,35,technician,married,secondary,no,-6317,no,no,cellular,28,jan,658,1,623,0,failure,0
25902,32,technician,single,secondary,no,47277,yes,no,unknown,16,may,152,1,621,0,unknown,0
25903,34,blue-collar,married,secondary,no,47611,yes,no,cellular,8,may,345,2,623,0,unknown,0
25904,37,blue-collar,married,primary,no,85275,yes,no,unknown,2,jun,184,3,434,0,unknown,0
25905,30,admin.,divorced,tertiary,no,42977,no,no,telephone,17,jul,14,2,258,0,unknown,1
25906,32,admin.,married,secondary,no,97782,yes,no,cellular,21,nov,101,1,686,1,failure,1
25907,35,technician,single,primary,no,63527,yes,no,cellular,7,nov,101,1,694,0,other,0
25908,36,entrepreneur,single,secondary,no,100085,no,no,cellular,17,jul,14,2,708,0,unknown,0
25909,31,services,single,secondary,no,8769,yes,no,unknown,23,may,658,1,502,0,unknown,0
25910,30,services,single,secondary,no,43167,yes,no,cellular,27,may,121,1,82,0,unknown,0
25911,31,management,married,tertiary,no,14392,yes,no,cellular,21,nov,158,1,307,0,unknown,0
25912,30,services,single,secondary,no,31813,yes,yes,cellular,17,jul,43,1,619,0,unknown,0
25913,36,blue-collar,married,primary,no,2110,yes,no,cellular,12,may,121,2,397,0,unknown,0
25914,48,admin.,married,secondary,no,-1081,yes,yes,cellular,18,aug,158,2,768,0,unknown,0
25915,39,blue-collar,married,secondary,no,84810,yes,no,unknown,26,may,152,1,261,0,unknown,0
25916,29,self-employed,married,primary,no,68565,no,yes,cellular,7,jul,66,4,537,0,unknown,0
25917,31,admin.,single,secondary,no,-6384,yes,no,unknown,15,may,246,2,703,0,unknown,0
25918,31,admin.,single,secondary,no,40497,yes,no,unknown,23,may,152,1,100,0,unknown,0
25919,32,unemployed,married,primary,no,29177,yes,no,cellular,21,nov,101,1,844,0,unknown,0
25920,57,retired,married,secondary,no,86839,no,no,telephone,11,aug,158,1,813,0,unknown,0
25921,51,management,married,secondary,no,87550,yes,no,cellular,27,may,345,1,635,0,unknown,0
25922,31,blue-collar,single,secondary,no,5857,yes,yes,cellular,8,apr,177,2,441,0,unknown,1
25923,48,entrepreneur,single,secondary,no,74570,no,no,cellular,2,jun,177,2,336,0,unknown,0
25924,34,technician,married,secondary,no,34251,yes,no,unknown,16,may,121,1,355,0,unknown,0
25925,32,admin.,single,secondary,no,36712,yes,no,cellular,7,nov,101,2,79,0,failure,0
25926,34,technician,single,secondary,no,86569,no,no,unknown,7,may,658,1,86,0,unknown,0
25927,30,services,single,secondary,no,19412,no,no,cellular,18,aug,158,2,490,0,unknown,0
25928,32,services,single,secondary,no,75069,yes,yes,cellular,7,jul,271,2,465,0,unknown,0
25929,31,management,married,secondary,no,50150,yes,no,cellular,8,may,345,1,178,0,unknown,0
25930,31,technician,married,secondary,no,69063,yes,no,cellular,27,may,345,1,330,0,unknown,0
25931,34,management,married,tertiary,no,-1195,yes,no,cellular,27,may,345,1,344,0,unknown,0
25932,34,technician,married,secondary,no,24736,yes,no,cellular,8,may,345,2,675,0,unknown,0
25933,30,unemployed,divorced,secondary,no,5413,no,no,cellular,21,nov,48,2,710,0,unknown,0
25934,33,management,married,secondary,no,2172,yes,no,cellular,27,may,345,4,294,0,unknown,0
25935,31,blue-collar,married,secondary,no,27646,yes,no,cellular,27,may,345,1,57,0,unknown,0
25936,31,blue-collar,married,secondary,no,38305,yes,no,telephone,21,nov,121,1,319,0,unknown,0
25937,36,services,divorced,secondary,no,95308,no,no,unknown,2,jun,177,1,386,0,unknown,0
25938,39,unemployed,married,primary,no,70752,yes,yes,cellular,7,jul,101,1,655,0,failure,0
25939,31,technician,married,secondary,no,11700,yes,yes,cellular,18,aug,443,1,845,0,unknown,0
25940,31,blue-collar,divorced,secondary,no,-667,yes,no,unknown,26,may,345,2,63,0,unknown,0
25941,35,management,divorced,tertiary,no,71608,yes,no,unknown,2,jun,177,2,696,0,unknown,0
25942,48,technician,married,tertiary,no,5324,no,no,cellular,7,jul,158,1,332,0,unknown,0
25943,57,unemployed,married,secondary,no,86709,no,no,unknown,20,may,158,2,836,0,unknown,0
25944,31,blue-collar,divorced,secondary,no,82960,yes,yes,unknown,6,may,658,1,405,1,other,0
25945,30,self-employed,married,secondary,no,24592,yes,no,cellular,21,nov,14,3,765,0,unknown,0
25946,30,technician,single,tertiary,no,28643,no,no,cellular,4,aug,158,3,254,0,unknown,0
25947,34,blue-collar,married,secondary,no,36039,yes,no,cellular,27,may,345,1,396,0,unknown,0
25948,32,blue-collar,married,primary,no,-1697,yes,yes,cellular,7,jul,66,2,114,0,unknown,0
25949,33,blue-collar,married,primary,no,58848,no,no,unknown,16,may,345,1,94,0,unknown,0
25950,36,entrepreneur,married,tertiary,no,5648,no,no,cellular,21,nov,158,2,702,0,unknown,0
25951,31,entrepreneur,married,secondary,no,98858,yes,yes,unknown,16,may,152,4,286,0,unknown,0
25952,43,management,married,secondary,no,55703,no,yes,unknown,18,may,443,1,71,0,unknown,0
25953,31,technician,married,secondary,no,1583,yes,no,unknown,16,may,245,1,22,0,unknown,0
25954,60,retired,married,secondary,no,51845,yes,no,unknown,16,may,121,3,426,0,unknown,0
25955,30,technician,divorced,secondary,no,99237,yes,no,unknown,16,may,658,2,-1,0,unknown,0
25956,46,entrepreneur,married,tertiary,no,48638,no,no,cellular,18,aug,158,2,754,0,unknown,0
25957,55,management,married,tertiary,no,61231,no,no,telephone,30,jul,14,1,43,0,unknown,0
25958,37,services,married,secondary,no,25428,no,no,unknown,20,jun,117,2,580,0,unknown,0
25959,35,technician,divorced,primary,no,87615,no,no,cellular,20,jun,117,2,605,0,unknown,0
25960,34,management,married,secondary,no,37246,yes,no,cellular,27,may,1045,1,384,0,unknown,0
25961,49,self-employed,married,primary,no,46586,no,no,telephone,13,aug,158,2,770,0,unknown,0
25962,32,services,single,tertiary,no,94877,no,no,cellular,3,aug,158,1,212,0,unknown,0
25963,31,technician,married,secondary,no,11546,no,yes,cellular,8,aug,158,1,313,0,unknown,0
25964,60,entrepreneur,married,secondary,no,77007,yes,no,unknown,26,mar,248,1,284,0,unknown,0
25965,31,self-employed,married,secondary,no,33768,yes,yes,cellular,21,nov,14,1,278,0,unknown,0
25966,31,management,divorced,tertiary,no,14403,yes,yes,cellular,3,apr,177,2,146,0,unknown,0
25967,57,housemaid,single,tertiary,no,71567,no,no,cellular,13,jul,826,1,404,2,failure,1
25968,33,blue-collar,married,secondary,no,46032,yes,no,cellular,12,may,82,3,435,0,other,0
25969,37,admin.,single,secondary,no,83486,yes,no,cellular,20,apr,121,3,10,0,unknown,0
25970,31,blue-collar,single,secondary,no,72673,yes,yes,cellular,27,may,121,1,377,0,unknown,0
25971,42,admin.,married,secondary,no,71173,no,no,cellular,9,aug,158,3,579,0,unknown,0
25972,51,blue-collar,married,primary,no,82433,no,yes,unknown,15,may,152,2,531,0,unknown,0
25973,31,technician,single,secondary,no,14736,no,no,unknown,26,may,152,1,323,0,unknown,0
25974,56,blue-collar,divorced,secondary,no,47155,no,no,cellular,18,feb,826,1,633,0,failure,0
25975,39,management,married,tertiary,no,-14,no,no,cellular,19,nov,158,4,168,0,unknown,0
25976,33,technician,married,secondary,no,87414,yes,no,cellular,27,may,345,1,473,0,unknown,0
25977,37,blue-collar,married,secondary,no,82245,yes,no,cellular,27,may,345,2,649,0,unknown,0
25978,37,blue-collar,married,secondary,no,91562,yes,no,cellular,15,may,345,1,783,0,unknown,0
25979,31,management,married,tertiary,no,58161,yes,no,cellular,18,nov,158,2,269,0,unknown,0
25980,35,technician,married,secondary,no,34142,yes,no,unknown,16,may,345,1,272,0,unknown,0
25981,49,entrepreneur,married,tertiary,no,68447,no,no,cellular,17,jul,43,2,630,0,unknown,1
25982,45,blue-collar,married,secondary,no,46517,yes,no,cellular,18,aug,177,2,54,0,unknown,0
25983,31,admin.,divorced,secondary,no,42406,yes,no,unknown,23,may,658,1,305,0,unknown,0
25984,48,management,married,tertiary,no,30384,yes,no,telephone,6,nov,351,1,310,0,failure,0
25985,36,admin.,married,secondary,no,50182,no,no,telephone,13,nov,14,1,769,0,unknown,0
25986,31,self-employed,married,tertiary,no,72950,yes,no,unknown,15,may,152,2,438,0,unknown,0
25987,30,blue-collar,single,secondary,no,60445,yes,yes,cellular,18,aug,48,2,813,0,unknown,0
25988,33,blue-collar,married,secondary,no,101352,yes,no,cellular,8,jul,208,1,69,0,unknown,0
25989,35,services,married,tertiary,no,67175,yes,no,cellular,7,may,101,2,690,0,failure,0
25990,35,technician,married,tertiary,no,37501,yes,no,cellular,7,jul,121,1,638,0,unknown,0
25991,30,student,single,tertiary,no,28932,no,no,cellular,18,aug,158,1,103,0,unknown,0
25992,49,housemaid,married,primary,no,46284,yes,no,unknown,30,may,152,1,15,0,unknown,0
25993,31,technician,divorced,secondary,no,41870,yes,no,unknown,16,may,259,2,173,0,unknown,0
25994,30,entrepreneur,single,tertiary,no,29467,yes,no,cellular,27,may,154,1,863,0,unknown,0
25995,30,technician,married,secondary,no,7079,yes,no,unknown,26,may,345,1,233,0,unknown,0
25996,48,blue-collar,married,secondary,no,6983,no,no,cellular,4,feb,72,2,862,0,unknown,1
25997,33,blue-collar,divorced,secondary,no,57426,yes,no,unknown,26,may,121,2,548,0,unknown,0
25998,33,management,married,tertiary,no,-3412,yes,no,cellular,21,nov,158,2,734,0,unknown,0
25999,34,technician,single,secondary,no,83594,yes,no,unknown,30,may,152,2,827,0,unknown,0
26000,57,retired,married,primary,no,78197,no,no,cellular,14,aug,158,2,161,0,unknown,0
26001,33,management,single,tertiary,no,83017,no,no,unknown,16,may,152,1,435,0,unknown,0
26002,46,blue-collar,married,secondary,no,14271,no,no,cellular,18,feb,158,2,123,0,unknown,1
26003,30,housemaid,married,primary,no,101694,no,yes,telephone,17,apr,132,1,261,0,unknown,0
26004,34,blue-collar,married,secondary,no,27148,yes,no,unknown,15,may,345,1,338,0,unknown,0
26005,43,technician,married,secondary,no,91569,yes,no,unknown,16,may,152,1,814,0,unknown,0
26006,57,management,divorced,tertiary,no,81744,no,no,cellular,9,aug,158,4,208,0,unknown,0
26007,33,blue-collar,married,primary,no,55324,yes,no,cellular,27,may,345,1,130,0,unknown,0
26008,36,management,single,tertiary,no,-5124,no,no,cellular,8,aug,158,2,867,0,unknown,0
26009,35,technician,married,secondary,no,16852,yes,no,cellular,11,may,87,1,793,0,failure,0
26010,43,unemployed,married,secondary,no,85246,no,no,telephone,11,feb,826,2,279,0,failure,0
26011,37,blue-collar,married,secondary,no,44285,yes,no,unknown,20,jun,64,1,104,0,unknown,0
26012,34,blue-collar,married,secondary,no,97561,yes,no,cellular,27,may,345,1,37,0,unknown,0
26013,49,housemaid,married,primary,no,49280,no,no,cellular,17,jul,158,2,306,0,unknown,0
26014,42,admin.,divorced,tertiary,no,98724,no,no,cellular,7,may,87,1,719,0,failure,0
26015,33,management,married,secondary,no,49694,yes,no,cellular,27,may,345,2,382,0,unknown,0
26016,46,management,married,secondary,no,26528,no,no,cellular,21,nov,158,1,815,0,unknown,0
26017,31,technician,single,secondary,no,66196,no,no,cellular,11,aug,158,1,566,0,unknown,0
26018,30,management,married,tertiary,no,16114,no,no,unknown,20,jun,87,1,172,0,unknown,0
26019,33,blue-collar,married,secondary,no,29024,yes,no,cellular,27,may,345,3,18,0,unknown,0
26020,35,management,married,tertiary,no,7372,yes,no,cellular,7,jul,271,1,187,0,unknown,0
26021,30,management,married,tertiary,no,93965,no,no,cellular,18,aug,158,2,165,0,unknown,0
26022,34,technician,married,tertiary,no,77076,yes,no,unknown,16,may,121,1,509,0,unknown,0
26023,35,admin.,married,secondary,no,43356,yes,no,cellular,27,may,1045,2,660,0,unknown,0
26024,32,entrepreneur,married,tertiary,no,68986,no,no,cellular,9,aug,158,1,69,0,unknown,0
26025,33,management,married,tertiary,no,77342,no,no,cellular,7,mar,101,1,27,0,other,1
26026,42,entrepreneur,married,unknown,no,-282,no,no,unknown,6,jun,177,1,274,0,unknown,0
26027,31,services,single,secondary,no,-244,yes,yes,cellular,27,may,14,2,44,0,unknown,0
26028,32,admin.,married,secondary,no,30177,yes,no,cellular,7,jun,87,1,2,1,other,0
26029,53,self-employed,divorced,tertiary,no,3714,no,no,cellular,7,jul,271,1,713,0,unknown,0
26030,34,blue-collar,divorced,secondary,no,17517,yes,no,unknown,16,may,658,2,438,0,unknown,0
26031,36,services,divorced,secondary,no,91097,no,no,cellular,8,jul,69,1,330,0,unknown,0
26032,30,admin.,single,secondary,no,-1648,no,no,cellular,4,aug,158,3,82,0,unknown,0
26033,31,services,single,secondary,no,58396,yes,no,cellular,27,may,345,2,66,0,unknown,0
26034,34,blue-collar,married,primary,no,74433,yes,no,unknown,15,may,152,2,444,0,unknown,0
26035,34,admin.,married,secondary,no,6335,no,no,unknown,20,jun,1133,1,716,0,unknown,0
26036,34,blue-collar,married,secondary,no,15112,yes,no,unknown,15,may,345,2,500,0,unknown,0
26037,31,services,single,secondary,no,101996,no,no,cellular,3,feb,158,4,765,0,unknown,1
26038,36,entrepreneur,divorced,secondary,no,94132,yes,no,cellular,7,jul,154,4,49,0,unknown,0
26039,32,management,single,tertiary,no,75366,no,no,cellular,12,nov,101,1,860,0,failure,0
26040,30,technician,single,secondary,no,-4077,yes,no,telephone,21,nov,158,4,494,0,unknown,0
26041,33,management,married,secondary,no,86502,yes,no,cellular,8,may,345,2,273,0,unknown,0
26042,30,services,single,tertiary,no,77912,no,no,unknown,30,may,345,1,597,0,unknown,0
26043,31,technician,married,secondary,no,13534,yes,no,cellular,27,may,345,4,704,0,unknown,0
26044,31,technician,married,secondary,no,51564,no,no,cellular,18,nov,87,2,181,0,unknown,0
26045,30,self-employed,single,tertiary,no,35575,no,no,unknown,20,may,152,1,96,0,unknown,0
26046,34,blue-collar,married,secondary,no,65926,yes,no,cellular,17,apr,82,2,85,1,failure,0
26047,29,blue-collar,married,secondary,no,45022,yes,no,cellular,27,may,345,1,200,0,unknown,0
26048,34,blue-collar,married,secondary,no,46120,yes,no,cellular,27,may,345,3,824,0,unknown,0
26049,33,blue-collar,married,primary,no,15973,yes,no,unknown,15,may,345,2,765,0,unknown,0
26050,51,admin.,divorced,primary,no,48915,no,no,cellular,9,jul,158,2,347,0,unknown,1
26051,34,blue-collar,single,secondary,no,22800,yes,no,telephone,3,jul,132,1,426,0,failure,0
26052,57,retired,married,primary,no,57057,no,no,cellular,22,aug,225,2,321,0,unknown,0
26053,33,management,married,tertiary,no,30783,yes,no,cellular,12,apr,101,2,74,0,other,0
26054,35,technician,married,secondary,no,67011,yes,no,cellular,12,may,345,1,601,0,unknown,0
26055,35,admin.,married,secondary,no,17995,yes,no,cellular,27,may,345,1,798,0,unknown,0
26056,34,management,married,secondary,no,61480,yes,no,cellular,27,may,345,1,402,0,unknown,0
26057,30,technician,single,tertiary,no,266,no,no,cellular,13,aug,158,3,97,0,unknown,0
26058,56,entrepreneur,married,secondary,no,61783,yes,yes,unknown,16,may,658,1,531,0,unknown,0
26059,31,technician,married,secondary,no,63088,yes,yes,cellular,18,aug,158,2,322,0,unknown,0
26060,57,technician,divorced,secondary,no,51786,no,no,cellular,14,apr,555,1,339,0,unknown,1
26061,30,self-employed,single,tertiary,no,70412,yes,no,cellular,12,may,207,1,363,0,other,0
26062,42,management,married,tertiary,no,24963,yes,no,cellular,6,nov,101,1,301,0,failure,0
26063,35,technician,divorced,secondary,no,17973,yes,no,cellular,21,nov,158,1,145,0,unknown,0
26064,53,retired,married,primary,no,13066,no,no,cellular,7,nov,101,1,751,1,failure,0
26065,32,student,single,secondary,no,83157,no,no,cellular,9,aug,158,1,848,0,unknown,1
26066,35,management,single,tertiary,no,102047,no,no,cellular,18,feb,826,2,724,0,unknown,0
26067,30,entrepreneur,married,secondary,no,101137,yes,no,unknown,2,jun,177,4,86,0,unknown,0
26068,36,housemaid,married,primary,no,47610,no,no,cellular,21,aug,158,3,50,0,unknown,0
26069,31,admin.,single,secondary,no,77683,no,no,cellular,17,jul,158,1,791,0,unknown,0
26070,30,technician,single,secondary,no,39064,yes,no,unknown,16,may,345,1,326,0,unknown,0
26071,37,technician,married,secondary,no,87395,yes,no,unknown,30,may,259,2,159,0,unknown,0
26072,34,blue-collar,single,secondary,no,78423,yes,no,cellular,2,jun,184,1,301,0,unknown,0
26073,27,technician,married,secondary,no,24379,yes,no,cellular,27,may,345,1,349,0,unknown,0
26074,35,management,married,tertiary,no,75166,yes,no,cellular,28,jul,271,1,133,0,unknown,0
26075,30,management,married,tertiary,no,23730,no,no,cellular,26,aug,158,1,612,0,unknown,0
26076,34,blue-collar,single,secondary,no,80958,yes,yes,unknown,16,may,245,2,780,0,unknown,0
26077,30,technician,single,tertiary,no,98224,no,no,unknown,2,jun,87,1,444,0,unknown,0
26078,29,retired,married,primary,no,84643,no,no,cellular,13,jul,158,4,215,0,unknown,0
26079,40,admin.,married,secondary,no,4669,yes,no,unknown,16,may,152,1,212,0,unknown,0
26080,35,management,single,unknown,no,78175,no,no,cellular,6,may,138,2,837,1,failure,0
26081,30,self-employed,married,tertiary,no,56990,no,no,cellular,13,nov,101,1,230,0,failure,0
26082,39,self-employed,married,tertiary,no,79821,yes,no,unknown,16,may,658,1,704,0,unknown,0
26083,34,blue-collar,single,secondary,no,48000,yes,no,unknown,15,may,345,1,658,0,unknown,0
26084,33,blue-collar,married,secondary,no,100960,yes,no,unknown,16,may,152,1,277,0,unknown,0
26085,27,admin.,single,secondary,no,38420,yes,no,unknown,16,may,396,3,288,0,unknown,1
26086,46,housemaid,married,secondary,no,59268,no,no,cellular,14,nov,158,2,865,0,unknown,1
26087,29,admin.,married,secondary,no,85855,yes,no,cellular,4,feb,158,1,830,0,unknown,0
26088,31,blue-collar,single,secondary,no,32446,yes,yes,unknown,26,may,152,1,827,0,unknown,0
26089,34,services,married,secondary,no,59949,yes,no,cellular,27,may,345,1,608,0,unknown,0
26090,49,technician,divorced,primary,no,-3630,no,no,cellular,8,jul,158,3,81,0,unknown,0
26091,35,technician,married,secondary,no,5010,yes,no,unknown,20,jun,87,1,607,0,unknown,0
26092,30,blue-collar,married,secondary,no,13123,yes,no,unknown,16,may,121,2,40,0,unknown,0
26093,34,blue-collar,married,secondary,no,84795,yes,no,unknown,15,may,345,1,669,0,unknown,0
26094,33,management,married,secondary,no,2462,yes,no,cellular,12,may,345,1,525,0,unknown,0
26095,35,technician,married,tertiary,no,75480,yes,no,cellular,27,may,345,1,236,0,unknown,0
26096,34,management,married,tertiary,no,3533,yes,no,cellular,12,may,126,1,260,0,unknown,0
26097,35,technician,married,unknown,no,40965,yes,no,cellular,27,may,345,1,835,0,unknown,0
26098,34,services,married,secondary,no,80432,yes,no,unknown,15,may,345,1,759,0,unknown,0
26099,34,blue-collar,married,secondary,no,81167,yes,no,cellular,27,may,345,3,64,0,unknown,0
26100,31,self-employed,single,secondary,no,62455,yes,no,unknown,16,may,152,2,467,0,unknown,0
26101,29,retired,married,secondary,no,5232,yes,no,telephone,12,nov,101,3,642,0,unknown,0
26102,48,services,married,secondary,no,84519,yes,yes,cellular,21,nov,158,2,68,0,unknown,0
26103,36,blue-collar,married,primary,no,71914,no,no,unknown,20,jun,87,1,429,0,unknown,0
26104,49,blue-collar,single,secondary,no,6763,no,no,telephone,31,nov,14,1,478,0,unknown,0
26105,31,admin.,married,secondary,no,19408,yes,yes,cellular,4,feb,101,2,802,2,failure,0
26106,58,retired,married,primary,no,51000,yes,no,cellular,3,feb,101,1,178,0,failure,0
26107,34,blue-collar,single,secondary,no,-65,yes,no,cellular,4,aug,177,2,128,0,unknown,0
26108,35,blue-collar,married,secondary,no,57353,yes,no,cellular,2,jun,184,1,390,0,unknown,0
26109,32,admin.,married,secondary,no,19326,no,no,cellular,26,jan,101,1,201,0,unknown,1
26110,36,admin.,married,unknown,no,98423,no,no,cellular,20,apr,177,1,116,0,success,1
26111,31,admin.,divorced,secondary,no,18917,no,no,cellular,12,nov,101,1,677,0,failure,0
26112,30,technician,married,secondary,no,5825,yes,no,cellular,27,may,121,1,711,0,unknown,0
26113,31,technician,married,secondary,no,33786,yes,no,unknown,15,may,345,1,220,0,unknown,0
26114,35,management,married,secondary,no,94156,yes,no,cellular,27,may,345,1,693,0,unknown,0
26115,31,entrepreneur,single,secondary,no,-6202,no,no,cellular,21,nov,158,1,603,0,unknown,0
26116,46,management,single,tertiary,no,100021,no,no,cellular,30,jan,158,1,396,0,unknown,0
26117,36,technician,married,unknown,no,28550,no,no,cellular,28,jun,158,4,781,0,unknown,0
26118,39,unemployed,single,tertiary,no,90065,no,no,cellular,7,may,207,1,93,1,failure,1
26119,31,blue-collar,married,primary,no,15052,yes,yes,cellular,8,jul,158,4,55,0,unknown,0
26120,30,management,married,tertiary,no,97262,yes,yes,unknown,26,may,121,1,287,0,unknown,0
26121,33,management,married,tertiary,no,21114,no,no,unknown,5,may,152,1,604,0,unknown,0
26122,35,management,single,tertiary,no,86303,yes,no,cellular,18,aug,158,3,231,0,unknown,0
26123,35,management,married,tertiary,no,97921,yes,yes,cellular,7,jul,271,3,33,0,unknown,0
26124,36,services,single,secondary,no,14774,no,no,cellular,3,aug,158,1,824,0,unknown,0
26125,37,technician,married,secondary,no,77192,no,no,cellular,15,apr,158,2,552,0,unknown,0
26126,29,entrepreneur,single,tertiary,no,34443,no,no,cellular,30,may,248,1,703,0,unknown,0
26127,31,services,married,secondary,no,-4416,yes,yes,cellular,27,may,121,1,52,0,unknown,0
26128,30,services,married,secondary,no,9314,yes,no,unknown,23,may,658,1,5,0,unknown,0
26129,31,services,married,secondary,no,54861,yes,no,cellular,20,apr,14,3,706,0,unknown,0
26130,30,admin.,married,secondary,no,5976,no,no,cellular,7,jul,271,1,489,0,unknown,1
26131,34,student,single,secondary,no,94206,yes,no,cellular,6,may,24,1,529,0,failure,0
26132,29,management,married,tertiary,no,-4368,no,no,cellular,30,may,158,1,12,0,unknown,0
26133,31,blue-collar,single,secondary,no,24571,yes,no,cellular,17,apr,518,2,348,1,success,1
26134,40,admin.,married,secondary,no,29646,no,no,cellular,30,jun,158,1,602,0,unknown,0
26135,37,technician,married,tertiary,no,5983,no,no,cellular,7,jul,69,3,3,0,unknown,0
26136,30,technician,married,secondary,no,36877,yes,yes,cellular,8,apr,101,2,34,0,unknown,0
26137,33,blue-collar,married,secondary,no,28579,yes,yes,unknown,16,may,345,2,609,0,unknown,0
26138,57,blue-collar,married,primary,no,92462,no,yes,unknown,20,jun,87,1,679,0,unknown,0
26139,43,blue-collar,married,primary,no,24258,no,no,cellular,30,apr,132,3,101,0,failure,0
26140,58,entrepreneur,married,unknown,no,79043,no,no,cellular,20,aug,158,1,155,0,unknown,0
26141,33,admin.,married,secondary,no,89270,yes,no,cellular,26,may,345,1,234,0,unknown,1
26142,30,entrepreneur,married,secondary,no,56861,no,no,unknown,30,may,158,4,83,0,unknown,0
26143,30,self-employed,single,tertiary,no,38054,no,no,unknown,16,may,152,2,658,0,unknown,0
26144,32,management,single,tertiary,no,802,yes,no,cellular,7,nov,87,1,374,1,failure,0
26145,32,services,single,secondary,no,43811,yes,no,unknown,2,jun,184,3,559,0,unknown,0
26146,35,technician,single,secondary,no,50210,no,no,cellular,9,jun,14,2,716,0,unknown,1
26147,35,services,married,unknown,no,94013,yes,no,telephone,28,jul,101,2,297,0,other,0
26148,37,admin.,married,secondary,no,97250,yes,no,cellular,27,may,345,2,82,0,unknown,0
26149,45,management,married,tertiary,no,55820,no,no,cellular,21,nov,158,1,446,0,unknown,0
26150,33,management,married,tertiary,no,10670,yes,no,cellular,27,may,345,1,120,0,unknown,0
26151,31,blue-collar,married,secondary,no,83838,yes,no,cellular,4,apr,158,4,160,0,unknown,0
26152,57,technician,married,secondary,no,1451,no,no,cellular,19,aug,158,2,608,0,unknown,0
26153,30,blue-collar,married,secondary,no,77529,yes,no,cellular,20,apr,132,1,294,0,unknown,0
26154,32,blue-collar,single,secondary,no,86918,no,no,cellular,17,jul,166,2,868,0,unknown,0
26155,41,entrepreneur,married,tertiary,no,81709,yes,yes,cellular,21,nov,14,1,722,0,unknown,0
26156,30,services,married,secondary,no,4757,yes,no,unknown,16,may,345,3,40,0,unknown,0
26157,31,blue-collar,married,primary,no,29415,yes,no,unknown,23,may,152,1,328,0,unknown,0
26158,31,technician,single,secondary,no,78784,no,yes,cellular,4,aug,177,3,35,0,unknown,0
26159,49,admin.,married,secondary,no,79587,no,no,cellular,7,jul,271,1,747,0,unknown,0
26160,31,technician,divorced,secondary,no,1339,no,no,cellular,4,aug,177,2,339,0,unknown,0
26161,53,technician,married,tertiary,no,65388,no,yes,cellular,7,jul,271,3,123,0,unknown,0
26162,31,blue-collar,married,primary,no,2841,yes,yes,cellular,21,nov,121,3,355,0,unknown,0
26163,36,entrepreneur,married,secondary,no,49891,no,no,unknown,2,jun,177,1,312,0,unknown,0
26164,29,management,married,secondary,no,23434,yes,no,unknown,16,may,345,1,509,0,unknown,0
26165,31,blue-collar,married,secondary,no,71422,no,no,cellular,21,nov,158,1,663,0,unknown,0
26166,32,blue-collar,married,secondary,no,27843,yes,no,cellular,27,may,345,1,773,0,unknown,0
26167,32,self-employed,married,secondary,no,29838,yes,yes,cellular,27,may,14,1,171,0,unknown,0
26168,36,blue-collar,married,primary,no,27764,yes,no,cellular,27,may,14,1,448,0,unknown,0
26169,34,management,married,secondary,no,48883,yes,no,cellular,27,may,345,1,758,0,unknown,0
26170,30,technician,single,secondary,no,3801,yes,no,unknown,16,may,121,2,247,0,unknown,0
26171,60,unemployed,single,tertiary,no,33238,no,no,cellular,19,feb,826,1,764,0,unknown,0
26172,32,services,married,unknown,no,75724,no,no,cellular,2,jun,826,2,740,0,unknown,0
26173,33,blue-collar,single,secondary,no,4442,no,no,telephone,28,jan,158,1,417,0,unknown,0
26174,31,technician,divorced,tertiary,no,72347,yes,no,cellular,8,jul,154,3,32,0,unknown,0
26175,35,management,single,secondary,no,76017,yes,no,cellular,27,may,121,1,540,0,unknown,0
26176,32,admin.,single,secondary,no,36002,yes,no,cellular,30,apr,72,1,848,0,unknown,1
26177,33,blue-collar,married,primary,no,-1012,yes,yes,unknown,15,may,345,1,113,0,unknown,0
26178,36,blue-collar,married,secondary,no,83773,no,yes,telephone,3,jul,14,1,473,0,unknown,0
26179,49,blue-collar,married,primary,no,42576,yes,no,cellular,7,jul,271,4,111,0,unknown,1
26180,31,technician,married,secondary,no,18983,yes,no,unknown,26,may,658,3,640,0,unknown,0
26181,34,management,single,tertiary,no,17745,yes,no,cellular,27,may,1045,2,462,0,unknown,0
26182,29,admin.,married,unknown,no,42306,no,no,cellular,28,mar,826,3,679,0,unknown,0
26183,34,technician,married,secondary,no,-157,yes,no,cellular,27,may,345,1,608,0,unknown,0
26184,37,blue-collar,married,primary,no,65964,no,yes,cellular,17,jul,158,1,163,0,unknown,0
26185,34,technician,married,secondary,no,68891,yes,no,cellular,16,may,259,3,517,0,unknown,0
26186,32,student,single,tertiary,no,-1359,yes,no,cellular,17,apr,87,1,102,0,unknown,0
26187,34,blue-collar,married,secondary,no,77226,yes,no,cellular,27,may,345,1,336,0,unknown,0
